"alias";"railway";"express";"esr";"name"
"";"МСК";"2001071";"225508";"ГИПСОВЫЙ"
"";"МСК";"2000260";"225601";"БОБРИК ДОНСКОЙ"
"";"МСК";"2000598";"225616";"ОСТ.ПУНКТ 23 КМ"
"";"МСК";"2000267";"225705";"СБОРНАЯ-УГОЛЬНАЯ"
"";"МСК";"2000290";"225710";"НОВОМОСКОВСКАЯ 1"
"";"МСК";"2000266";"225809";"УРВАНКА"
"";"МСК";"2000210";"225813";"МОСКОВСКАЯ"
"";"МСК";"2001071";"225828";"ГИПСОВЫЙ"
"";"МСК";"2001136";"225832";"АЭРОЗОЛЬНЫЙ"
"";"МСК";"2001895";"225847";"АНИЛИНОВАЯ"
"";"МСК";"2001168";"225902";"КЛЮЧЕВКА"
"";"МСК";"2000806";"226017";"МОЛОДЕЖНАЯ"
"";"МСК";"2001413";"226110";"ЗАДОНСКАЯ"
"";"МСК";"2000264";"226303";"НОВОМОСКОВСКАЯ 2"
"";"МСК";"2000657";"226318";"ГРЭС"
"";"МСК";"2000485";"226322";"ХИМКОМБИНАТ"
"";"МСК";"2000565";"226337";"ЗАВОДСКОЙ ПАРК"
"";"МСК";"2001054";"226407";"СЕВЕРНАЯ"
"";"МСК";"2000128";"226500";"МАКЛЕЦ"
"";"МСК";"2000127";"226604";"ГРИЦОВО"
"";"МСК";"2000572";"226619";"ОСТ.ПУНКТ 193 КМ"
"";"МСК";"2000521";"226623";"ОЛЬХОВКА"
"";"МСК";"2000641";"226638";"ОСТ.ПУНКТ 180 КМ"
"";"МСК";"2000124";"226708";"ВЕНЕВ"
"";"МСК";"2001372";"226712";"ОСТ.ПУНКТ 166 КМ"
"";"МСК";"2001369";"226727";"ОСТ.ПУНКТ 163 КМ"
"";"МСК";"2000123";"226731";"НАСТАСЬИНО"
"";"МСК";"2000456";"226746";"ОСТ.ПУНКТ 156 КМ"
"";"МСК";"2000122";"226801";"МОРДВЕС"
"";"МСК";"2000697";"226816";"ОСТ.ПУНКТ 142 КМ"
"";"МСК";"2000563";"226820";"ОСТ.ПУНКТ 137 КМ"
"";"МСК";"2000121";"226835";"ПЧЕЛОВОДНОЕ"
"";"МСК";"2000694";"226840";"ОСТ.ПУНКТ 126 КМ"
"";"МСК";"2000616";"226854";"ОСТ.ПУНКТ 123 КМ"
"";"МСК";"2000149";"227202";"КИМОВСК"
"";"МСК";"2001096";"227217";"ВОДБОЛЬСКОЕ"
"";"МСК";"2000148";"227221";"ГРАНКИ"
"";"МСК";"2000152";"227306";"ЛЬВОВО"
"";"МСК";"2001097";"227310";"ОСТ.ПУНКТ 393 КМ"
"";"МСК";"2001888";"227344";"ОВЧАРОВКА"
"";"МСК";"2000479";"227359";"КАЗАНОВКА"
"";"МСК";"2000156";"227503";"КЛЕКОТКИ"
"";"МСК";"2001252";"227607";"МИЛЛИОННАЯ"
"";"МСК";"2000119";"227700";"ПАВЕЛЕЦ-СЫЗРАНСКИЙ"
"";"МСК";"2001383";"227715";"ОСТ.ПУНКТ 431 КМ"
"";"МСК";"2000158";"227726";"ЛАЗИНКА"
"";"МСК";"2000159";"227908";"ВОСЛЕБОВО"
"";"МСК";"2000161";"228008";"СКОПИН"
"";"МСК";"2000162";"228012";"БРИКЕТНАЯ"
"";"МСК";"2001099";"228027";"ОСТ.ПУНКТ 464 КМ"
"";"МСК";"2000163";"228101";"ЖЕЛТУХИНО"
"";"МСК";"2000763";"228116";"ГОВОРОВО"
"";"МСК";"2000118";"228205";"ПАВЕЛЕЦ-ТУЛЬСКИЙ"
"";"МСК";"2000117";"228224";"КРЕМЛЕВО"
"";"МСК";"2000116";"228239";"МШАНКА"
"";"МСК";"2000114";"228243";"КАТИНО"
"";"МСК";"2000584";"228258";"ВОЛШУТА"
"";"МСК";"2000890";"228309";"ЛУЖКОВСКАЯ"
"";"МСК";"2000113";"228313";"ГОЛДИНО"
"";"МСК";"2000112";"228328";"БОЯРИНЦЕВО"
"";"МСК";"2000099";"228402";"МИХАЙЛОВ"
"";"МСК";"2000493";"228417";"ДОНЦЫ"
"";"МСК";"2000693";"228510";"ЦЕМЕНТНАЯ"
"";"МСК";"2001436";"228602";"ВИЛЕНКИ"
"";"МСК";"2000096";"228718";"КОРАБЛЕВКА"
"";"МСК";"2000097";"228722";"ТРЕПОЛЬЕ"
"";"МСК";"2000094";"228807";"СЕРЕБРЯНЫЕ ПРУДЫ"
"";"МСК";"2000637";"228811";"ДУДИНО-СЕРЕБРЯНОЕ"
"";"МСК";"2000491";"228826";"ОСТ.ПУНКТ 162 КМ"
"";"МСК";"2000093";"228900";"УЗУНОВО"
"";"МСК";"2000092";"228915";"КОРОВИНО"
"";"МСК";"2000463";"228921";"ОСТ.ПУНКТ 146 КМ"
"";"МСК";"2000086";"228934";"ОСТ.ПУНКТ 60 КМ"
"";"МСК";"2000704";"228949";"ЛАТЫГОРЫ"
"";"МСК";"2000294";"229104";"МАКЕЕВО МОСКОВСК"
"";"МСК";"2000703";"229119";"ВЕРЕЙКИНО"
"";"МСК";"2000702";"229123";"ЖОКОВО"
"";"МСК";"2000474";"229138";"ЛОШАТОВКА"
"";"МСК";"2000467";"229142";"КЛЕМОВО"
"";"МСК";"2000091";"229509";"БОГАТИЩЕВО"
"";"МСК";"2001941";"229513";"ТОПКАНОВО"
"";"МСК";"2000089";"229602";"ПУРЛОВО"
"";"МСК";"2000088";"229706";"ОЖЕРЕЛЬЕ"
"";"МСК";"2000912";"230008";"ОРЕХОВО-ЗУЕВО"
"";"МСК";"2001925";"230012";"КРУТОЕ"
"";"МСК";"2001147";"230027";"ВОЙНОВО"
"";"МСК";"2000130";"230101";"РЕУТОВО"
"";"МСК";"2000515";"230116";"НИКОЛЬСКОЕ"
"";"МСК";"2001370";"230120";"САЛТЫКОВСКАЯ"
"";"МСК";"2001190";"230135";"КУЧИНО"
"";"МСК";"2000169";"230205";"СТРОЙКА"
"";"МСК";"2001059";"230214";"ГОРЕНКИ"
"";"МСК";"2001940";"230309";"БАЛАШИХА"
"";"МСК";"2001070";"230402";"ЖЕЛЕЗНОДОРОЖНАЯ"
"";"МСК";"2000640";"230417";"ЧЕРНОЕ"
"";"МСК";"2000530";"230506";"КУПАВНА"
"";"МСК";"2000107";"230510";"ОСТ.ПУНКТ 33 КМ"
"";"МСК";"2001325";"230600";"ЭЛЕКТРОУГЛИ"
"";"МСК";"2001006";"230614";"ПЛАТФОРМА 43 КМ"
"";"МСК";"2001845";"230703";"ХРАПУНОВО"
"";"МСК";"2001212";"230718";"ЕСИНО"
"";"МСК";"2001076";"230807";"ФРЯЗЕВО"
"";"МСК";"2001211";"230811";"КАЗАНСКОЕ"
"";"МСК";"2001047";"230826";"ВОХНА"
"";"МСК";"2001132";"230830";"МЕТАЛЛУРГ"
"";"МСК";"2000450";"230900";"ЭЛЕКТРОСТАЛЬ"
"";"МСК";"2000660";"230915";"МАШИНОСТРОИТЕЛЬ"
"";"МСК";"2001415";"231000";"НОГИНСК"
"";"МСК";"2001121";"231015";"ЗАХАРОВО"
"";"МСК";"2001330";"231104";"ПАВЛОВСКИЙ ПОСАД"
"";"МСК";"2001177";"231119";"НАЗАРЬЕВО"
"";"МСК";"2002094";"231123";"ЛЕНСКАЯ"
"";"МСК";"2000317";"231138";"КОВРИГИНО"
"";"МСК";"2001338";"231142";"ОСТ.ПУНКТ 14 КМ"
"";"МСК";"2000011";"231157";"ЭЛЕКТРОГОРСК"
"";"МСК";"2000033";"231212";"КАБАНОВО"
"";"МСК";"2001900";"231231";"ДРЕЗНА"
"";"МСК";"2000018";"231405";"УСАД"
"";"МСК";"2001229";"231410";"ГЛУБОКОВО"
"";"МСК";"2001038";"231509";"ПОКРОВ"
"";"МСК";"2000719";"231513";"ПЛАТФОРМА 113 КМ"
"";"МСК";"2001247";"231528";"ОМУТИЩЕ"
"";"МСК";"2001268";"231532";"ЛЕОНОВО"
"";"МСК";"2000522";"231602";"ДУЛЕВО"
"";"МСК";"2000721";"231617";"РУНОВО"
"";"МСК";"2000536";"231706";"ДАВЫДОВО"
"";"МСК";"2001820";"231805";"КУРОВСКАЯ"
"";"МСК";"2001296";"231814";"ОСТ.ПУНКТ 95 КМ"
"";"МСК";"2000621";"231829";"НЕРСКАЯ"
"";"МСК";"2002043";"231833";"ОСТ.ПУНКТ 90 КМ"
"";"МСК";"2001067";"231903";"АВСЮНИНО"
"";"МСК";"2001287";"231918";"ЗАПОЛИЦЫ"
"";"МСК";"2001243";"231922";"ЗАПУТНАЯ"
"";"МСК";"2001183";"232003";"ШАТУРТОРФ"
"";"МСК";"2002970";"232107";"ШАТУРА"
"";"МСК";"2000503";"232111";"БОТИНО"
"";"МСК";"2001209";"232304";"КРИВАНДИНО"
"";"МСК";"2001299";"232319";"ТУГОЛЕСЬЕ"
"";"МСК";"2001876";"232412";"ПОЖОГА"
"";"МСК";"2001309";"232427";"ОСТ.ПУНКТ 29 КМ"
"";"МСК";"2000593";"232431";"ОСАНОВО"
"";"МСК";"2001879";"232501";"БАРМИНО"
"";"МСК";"2001879";"232516";"БАРМИНО"
"";"МСК";"2001848";"232605";"САЗОНОВО"
"";"МСК";"2001422";"232615";"ОСТ.ПУНКТ 47 КМ"
"";"МСК";"2002974";"232709";"РЯЗАНОВКА"
"";"МСК";"2000668";"232802";"СОРОКОВОЙ БОР"
"";"МСК";"2000683";"232906";"ПИЛЕВО"
"";"МСК";"2000537";"233006";"ВОЙМЕЖНЫЙ"
"";"МСК";"2000038";"233106";"ЧЕРУСТИ"
"";"МСК";"2000466";"233311";"ПЛАТФОРМА 32 КМ"
"";"МСК";"2001139";"233326";"ЕГОРЬЕВСК 2"
"";"МСК";"2001319";"233330";"РУДНИКОВСКАЯ"
"";"МСК";"2000507";"233345";"БЕРЕНДИНО"
"";"МСК";"2000633";"233359";"ЛОПАТИНО"
"";"МСК";"2000032";"233364";"ИЛЬИНСКИЙ ПОГОСТ"
"";"МСК";"2001269";"233400";"ЕГОРЬЕВСК 1"
"";"МСК";"2001408";"233519";"ХОРЛОВО"
"";"МСК";"2000039";"233608";"ВОСКРЕСЕНСК"
"";"МСК";"2001048";"233612";"ШИФЕРНАЯ"
"";"МСК";"2001870";"233627";"МОСКВОРЕЦКАЯ"
"";"МСК";"2001760";"233631";"ЦЕМГИГАНТ"
"";"МСК";"2000041";"233701";"ПЕСКИ"
"";"МСК";"2001283";"233716";"КОНЕВ БОР"
"";"МСК";"2002965";"233720";"ХОРОШЕВО"
"";"МСК";"2001428";"233735";"ПЛАТФОРМА 113 КМ"
"";"МСК";"2000650";"233744";"КОЛОМНА"
"";"МСК";"2000050";"233805";"ГОЛУТВИН"
"";"МСК";"2001294";"233810";"БАЧМАНОВО"
"";"МСК";"2001397";"233824";"РАЗ'ЕЗД 6 КМ"
"";"МСК";"2000473";"233839";"СЫЧЕВО"
"";"МСК";"2000526";"233843";"ЛЫСЦОВСКАЯ"
"";"МСК";"2000705";"233858";"СЕМЕНОВСКИЙ"
"";"МСК";"2000748";"233862";"ПЛАТФАРМА 18 КМ"
"";"МСК";"2000487";"233909";"КАРАСЕВО"
"";"МСК";"2000613";"233913";"КУДРЯВЦЕВО"
"";"МСК";"2000638";"233928";"ДАНИЛОВСКАЯ"
"";"МСК";"2001759";"233932";"ОСТ.ПУНКТ 30 КМ"
"";"МСК";"2001762";"233947";"ОСТ.ПУНКТ 38 КМ"
"";"МСК";"2000482";"234009";"ОЗЕРЫ"
"";"МСК";"2001197";"234102";"ЩУРОВО"
"";"МСК";"2000623";"234117";"ПЕРОЧИ"
"";"МСК";"2001241";"234121";"ЧЕРНАЯ"
"";"МСК";"2000060";"234206";"ЛУХОВИЦЫ"
"";"МСК";"2000543";"234210";"ПЛАТФОРМА 142 КМ"
"";"МСК";"2000042";"234225";"ПОДЛИПКИ"
"";"МСК";"2000723";"234244";"САРЫБЬЕВО"
"";"МСК";"2000724";"234259";"МЕЛЬГУНОВО"
"";"МСК";"2000726";"234263";"ПРУДКИ"
"";"МСК";"2000727";"234301";"ЗАРАЙСК"
"";"МСК";"2000043";"234403";"ФРУКТОВАЯ"
"";"МСК";"2000044";"234507";"АЛПАТЬЕВО"
"";"МСК";"2000347";"234511";"СЛЕМЫ"
"";"МСК";"2001189";"234615";"ИСТОДНИКИ"
"";"МСК";"2000046";"234620";"ДИВОВО"
"";"МСК";"2000015";"234808";"МЫТИЩИ"
"";"МСК";"2001350";"234812";"СТРОИТЕЛЬ"
"";"МСК";"2002960";"234827";"ЧЕЛЮСКИНСКАЯ"
"";"МСК";"2001435";"234831";"ТАРАСОВСКАЯ"
"";"МСК";"2000585";"234846";"КЛЯЗЬМА"
"";"МСК";"2000580";"234850";"МАМОНТОВСКАЯ"
"";"МСК";"2001122";"234865";"ДИНАМО"
"";"МСК";"2000556";"234873";"ПОБЕДА"
"";"МСК";"2001114";"234884";"ПИРОГОВО"
"";"МСК";"2000025";"234901";"ПОДЛИПКИ ДАЧН"
"";"МСК";"2002080";"235001";"БОЛШЕВО"
"";"МСК";"2000012";"235016";"ВАЛЕНТИНОВКА"
"";"МСК";"2000635";"235020";"ЗАГОРЯНСКАЯ"
"";"МСК";"2002980";"235035";"ФАБРИКА 1 МАЯ"
"";"МСК";"2001117";"235105";"ЗЕЛЕНЫЙ БОР"
"";"МСК";"2001346";"235124";"ИВАНТЕЕВКА 2"
"";"МСК";"2001008";"235209";"ИВАНТЕЕВКА"
"";"МСК";"2001001";"235213";"ДЕТСКАЯ"
"";"МСК";"2001935";"235302";"ФРЯЗИНО"
"";"МСК";"2000715";"235317";"ФРЯЗИНО ПАСС"
"";"МСК";"2001880";"235406";"СОКОЛОВСКАЯ"
"";"МСК";"2000195";"235410";"ВОРОНОК"
"";"МСК";"2001360";"235507";"ЩЕЛКОВО"
"";"МСК";"2000914";"235514";"ГАГАРИНСКАЯ"
"";"МСК";"2001380";"235603";"ЧКАЛОВСКАЯ"
"";"МСК";"2000740";"235618";"БАХЧИВАНДЖИ"
"";"МСК";"2000016";"235622";"ЦИОЛКОВСКАЯ"
"";"МСК";"2001148";"235637";"ОСЕЕВСКАЯ"
"";"МСК";"2001320";"235707";"МОНИНО"
"";"МСК";"2001942";"235711";"КАШИНО"
"";"МСК";"2000544";"235726";"КОЛОНТАЕВО"
"";"МСК";"2001915";"235730";"ОСТ.ПУНКТ 64 КМ"
"";"МСК";"2000035";"235904";"ПУШКИНО"
"";"МСК";"2000800";"235919";"ЗАВЕТЫ ИЛЬИЧА"
"";"МСК";"2000465";"235923";"ПРАВДА"
"";"МСК";"2000670";"235938";"ЗЕЛЕНОГРАДСКАЯ"
"";"МСК";"2001302";"235942";"ОСТ.ПУНКТ 43 КМ"
"";"МСК";"2000655";"236004";"СОФРИНО"
"";"МСК";"2001850";"236019";"АШУКИНСКАЯ"
"";"МСК";"2000108";"236023";"КАЛИСТОВО"
"";"МСК";"2000172";"236038";"РАДОНЕЖ"
"";"МСК";"2001042";"236057";"АБРАМЦЕВО"
"";"МСК";"2001326";"236108";"КРАСНОАРМЕЙСК"
"";"МСК";"2002929";"236112";"СОФРИНО 2"
"";"МСК";"2001943";"236127";"РАХМАНОВО"
"";"МСК";"2000497";"236131";"ФЕДОРОВСКАЯ"
"";"МСК";"2000894";"236146";"ПУТИЛОВО"
"";"МСК";"2000625";"236201";"ХОТЬКОВО"
"";"МСК";"2000058";"236216";"СЕМХОЗ"
"";"МСК";"2000753";"236305";"СЕРГИЕВ ПОСАД"
"";"МСК";"2001314";"236317";"ОСТ.ПУНКТ 76 КМ"
"";"МСК";"2001080";"236324";"ПОСТ 81 КМ"
"";"МСК";"2001366";"236339";"ОСТ.ПУНКТ 83 КМ"
"";"МСК";"2000750";"236409";"КОСТИНО"
"";"МСК";"2001994";"236413";"ОСТ.ПУНКТ 61 КМ"
"";"МСК";"2001836";"236502";"ЖЕЛТИКОВО"
"";"МСК";"2001995";"236517";"ОСТ.ПУНКТ 47 КМ"
"";"МСК";"2001833";"236521";"БУБЯКОВО"
"";"МСК";"2001996";"236536";"ОСТ.ПУНКТ 39 КМ"
"";"МСК";"2001834";"236606";"НАУГОЛЬНЫЙ"
"";"МСК";"2001129";"236702";"БУЖАНИНОВО"
"";"МСК";"2001837";"236714";"ОСТ.ПУНКТ 90 КМ"
"";"МСК";"2000126";"236803";"АРСАКИ"
"";"МСК";"2000710";"236907";"СТРУНИНО"
"";"МСК";"2000920";"237007";"АЛЕКСАНДРОВ 1"
"";"МСК";"2000019";"237011";"АЛЕКСАНДРОВ 2"
"";"МСК";"2000021";"237204";"КАРАБАНОВО"
"";"МСК";"2001417";"237219";"ОСТ.ПУНКТ 126 КМ"
"";"МСК";"2000022";"237308";"БЕЛЬКОВО"
"";"МСК";"2000514";"237312";"ОСТ.ПУНКТ 138 КМ"
"";"МСК";"2002091";"237401";"КИРЖАЧ"
"";"МСК";"2001404";"237416";"ИЛЕЙКИНО"
"";"МСК";"2000901";"237420";"ОСТ.ПУНКТ 157 КМ"
"";"МСК";"2003990";"237512";"ОСТ.ПУНКТ 168 КМ"
"";"МСК";"2001327";"237524";"ВЕТЧИ"
"";"МСК";"2002957";"237539";"ОСТ.ПУНКТ 178 КМ"
"";"МСК";"2000701";"237543";"ОСТ.ПУНКТ 173 КМ"
"";"МСК";"2001224";"237558";"САНИНО"
"";"МСК";"2002961";"237609";"ПОТОЧИНО"
"";"МСК";"2002077";"237806";"МАРК"
"";"МСК";"2000600";"237810";"НОВОДАЧНАЯ"
"";"МСК";"2000100";"237825";"ДОЛГОПРУДНАЯ"
"";"МСК";"2001340";"237831";"ВОДНИКИ"
"";"МСК";"2000620";"237844";"ХЛЕБНИКОВО"
"";"МСК";"2001775";"237859";"ШЕРЕМЕТЬЕВСКАЯ"
"";"МСК";"2001100";"237863";"АЭРОПОРТ ШЕРЕМЕТЬЕВО"
"";"МСК";"2000115";"237908";"ЛОБНЯ"
"";"МСК";"2003966";"237914";"ДЕПО"
"";"МСК";"2001885";"237929";"ЛУГОВАЯ"
"";"МСК";"2001179";"237933";"НЕКРАСОВСКАЯ"
"";"МСК";"2000610";"238003";"КАТУАР"
"";"МСК";"2000013";"238014";"ТРУДОВАЯ"
"";"МСК";"2001077";"238103";"ИКША"
"";"МСК";"2001068";"238118";"МОРОЗКИ"
"";"МСК";"2000855";"238122";"ТУРИСТ"
"";"МСК";"2000642";"238137";"ОСТ.ПУНКТ 109 КМ"
"";"МСК";"2000502";"238141";"БЕЛЫЙ РАСТ"
"";"МСК";"2002969";"238156";"ОСТ.ПУНКТ 115 КМ"
"";"МСК";"2001975";"238160";"ОСТ.ПУНКТ 120 КМ"
"";"МСК";"2000716";"238175";"БУХАРОВО"
"";"МСК";"2001939";"238180";"ОСТ.ПУНКТ 128 КМ"
"";"МСК";"2001090";"238207";"ПОВАРОВО 2"
"";"МСК";"2001078";"238300";"ЯХРОМА"
"";"МСК";"2000612";"238322";"ИВАНЦЕВО"
"";"МСК";"2002971";"238349";"ДРАЧЕВО"
"";"МСК";"2001991";"238353";"ОСТ.ПУНКТ 74 КМ"
"";"МСК";"2001992";"238368";"ОСТ.ПУНКТ 71 КМ"
"";"МСК";"2001993";"238372";"ОСТ ПУНКТ 69 КМ"
"";"МСК";"2000026";"238404";"ДМИТРОВ"
"";"МСК";"2001306";"238508";"КАНАЛСТРОЙ"
"";"МСК";"2001112";"238512";"ОСТ.ПУНКТ 75 КМ"
"";"МСК";"2001051";"238601";"ОРУДЬЕВО"
"";"МСК";"2000027";"238809";"ВЕРБИЛКИ"
"";"МСК";"2002967";"238813";"ОСТ.ПУНКТ 94 КМ"
"";"МСК";"2000478";"238828";"ВЛАСОВО"
"";"МСК";"2001336";"238902";"СОРЕВНОВАНИЕ"
"";"МСК";"2002086";"238917";"ЗАПРУДНАЯ"
"";"МСК";"2001257";"238921";"ТЕМПЫ"
"";"МСК";"2001242";"238936";"МЕЛЬДИНО"
"";"МСК";"2001427";"238940";"ОСТ.ПУНКТ 122 КМ"
"";"МСК";"2002032";"238955";"ОСТ.ПУНКТ 119 КМ"
"";"МСК";"2001131";"239002";"БОЛЬШАЯ ВОЛГА"
"";"МСК";"2001026";"239017";"ДУБНА"
"";"МСК";"2000020";"239106";"ТАЛДОМ-САВЕЛОВСКИЙ"
"";"МСК";"2001362";"239125";"ЛЕБЗИНО"
"";"ГОР";"2060370";"240000";"МУРОМ 1"
"";"ГОР";"2060665";"240014";"МУРОМ 2"
"";"ГОР";"2061520";"240029";"ГОРОДСКАЯ"
"";"ГОР";"2060783";"240033";"ПРИОКСКИЙ"
"";"ГОР";"2060388";"240052";"СТРОЙДЕТАЛЬ"
"";"ГОР";"2061458";"240118";"ПЛАТФОРМА 10 КМ"
"";"ГОР";"2060725";"240122";"РАЗ'ЕЗД 15 КМ"
"";"ГОР";"2062429";"240137";"БУРЦЕВСКАЯ"
"";"ГОР";"2061472";"240141";"СУСАНОВСКАЯ"
"";"ГОР";"2060387";"240156";"БЕЗЛЕСНАЯ"
"";"ГОР";"2061447";"240160";"ПЛАТФОРМА 32 КМ"
"";"ГОР";"2061567";"240175";"ОСТ.ПУНКТ 34 КМ"
"";"ГОР";"2061571";"240187";"ВЫСОКОВО"
"";"ГОР";"2060774";"240207";"ЮРОМКА"
"";"ГОР";"2060367";"240300";"СЕЛИВАНОВО"
"";"ГОР";"2060366";"240404";"ВОЛОСАТАЯ"
"";"ГОР";"2061463";"240419";"ПЛАТФОРМА 67 КМ"
"";"ГОР";"2060028";"240508";"НЕРУДНАЯ"
"";"ГОР";"2060663";"240527";"ЛЕБЕДЕВО"
"";"ГОР";"2060664";"240531";"ПЕРЕДЕЛ"
"";"ГОР";"2060363";"240705";"ВОСХОД"
"";"ГОР";"2061596";"240715";"ПЛАТФОРМА 80 КМ"
"";"ГОР";"2060362";"240809";"ЭСИНО"
"";"ГОР";"2061591";"240813";"ПЛАТФОРМА 89 КМ"
"";"ГОР";"2060987";"240828";"ОСТ.ПУНКТ 92 КМ"
"";"ГОР";"2060361";"240902";"КОВРОВ-ГРУЗОВОЙ"
"";"ГОР";"2060712";"241604";"ВЕКОВКА"
"";"ГОР";"2060792";"241873";"ВАРСКИЕ"
"";"ГОР";"2060379";"241905";"ТУМСКАЯ"
"";"ГОР";"2060985";"241910";"ОСТ.ПУНКТ 112 КМ"
"";"ГОР";"2060778";"241924";"ГУРЕЕВСКИЙ"
"";"ГОР";"2060788";"241958";"КУРША"
"";"ГОР";"2061425";"242005";"ВЕЛИКОДВОРЬЕ"
"";"ГОР";"2060779";"242016";"ДУБРОВСКИЙ"
"";"ГОР";"2060377";"242109";"КУРЛОВО"
"";"ГОР";"2060378";"242113";"ОКАТОВО"
"";"ГОР";"2060984";"242128";"ОСТ.ПУНКТ 71 КМ"
"";"ГОР";"2060373";"242202";"ГУСЬ-ХРУСТАЛЬНЫЙ"
"";"ГОР";"2060983";"242217";"ОСТ.ПУНКТ 56 КМ"
"";"ГОР";"2060372";"242306";"КОМИССАРОВКА"
"";"ГОР";"2061468";"242310";"ПЛАТФОРМА 46 КМ"
"";"ГОР";"2060982";"242325";"ОСТ.ПУНКТ 42 КМ"
"";"ГОР";"2060371";"242401";"НЕКЛЮДОВО"
"";"ГОР";"2060981";"242414";"ОСТ.ПУНКТ 30 КМ"
"";"ГОР";"2060980";"242518";"ОСТ.ПУНКТ 18 КМ"
"";"ГОР";"2061466";"242522";"ГОЛОВИНО"
"";"ГОР";"2060368";"242607";"УЛЫБЫШЕВО"
"";"ГОР";"2060729";"242611";"ПЛАТФОРМА 10 КМ"
"";"ГОР";"2060748";"242715";"ТАСИН"
"";"ГОР";"2060049";"242720";"СТРУЯ"
"";"ГОР";"2060376";"242804";"ТОРФОПРОДУКТ"
"";"ГОР";"2060024";"242819";"МИЛЬЦЕВО"
"";"ГОР";"2060375";"242823";"ИЛЬИЧЕВ"
"";"ГОР";"2060374";"242908";"НЕЧАЕВСКАЯ"
"";"ГОР";"2060381";"243008";"ЗАКОЛПЬЕ"
"";"ГОР";"2060383";"243205";"АЛФЕРОВО"
"";"ГОР";"2060384";"243309";"ДОБРЯТИНО"
"";"ГОР";"2061451";"243313";"МАКСИМОВСКИЙ"
"";"ГОР";"2061582";"243402";"МЕЛЕНКИ"
"";"ГОР";"2060726";"243417";"ЗЛОБИНО"
"";"ГОР";"2060724";"243421";"ВЕРХОУНЖА"
"";"ГОР";"2060385";"243506";"БУТЫЛИЦЫ"
"";"ГОР";"2061421";"243510";"ЗИМНИЦЫ"
"";"ГОР";"2060775";"243525";"ЛЕВИНО"
"";"ГОР";"2061479";"243530";"КОНДАКОВО"
"";"ГОР";"2061528";"243544";"ПАПУЛИНО"
"";"ГОР";"2061403";"243559";"АМОСОВО"
"";"ГОР";"2060642";"243563";"ПРОСИНСКОЕ"
"";"ГОР";"2060710";"243578";"СТРИГИНО"
"";"ГОР";"2061444";"243582";"КОЛЬДИНО"
"";"ГОР";"2060380";"243607";"НАВАШИНО"
"";"ГОР";"2062592";"243614";"ПЛАТФОРМА 306 КМ"
"";"ГОР";"2060389";"243629";"ВЕЛЕТЬМА"
"";"ГОР";"2061556";"243633";"СОНИНО"
"";"ГОР";"2060685";"243648";"РОДЯКОВО"
"";"ГОР";"2060643";"243722";"ВАЛТОВО"
"";"ГОР";"2061405";"243737";"СТЕПУРИНО"
"";"ГОР";"2060391";"243807";"ТЕША"
"";"ГОР";"2060702";"243811";"ВЕРДЕЕВКА"
"";"ГОР";"2060392";"243826";"ВЕНЕЦ"
"";"ГОР";"2061491";"243915";"САКОНЫ"
"";"ГОР";"2060393";"244000";"МУХТОЛОВО"
"";"ГОР";"2061599";"244015";"ЛИЧАДЕЕВО"
"";"ГОР";"2060394";"244021";"БАЛАХОНИХА"
"";"ГОР";"2060747";"244034";"МАЯК"
"";"ГОР";"2061542";"244119";"ШУМЛЕЙКА"
"";"ГОР";"2060673";"244123";"СЛЕЗАВКА"
"";"ГОР";"2062595";"244138";"ОСТ.ПУНКТ 408 КМ"
"";"ГОР";"2061623";"244142";"ОСТ.ПУНКТ 409 КМ"
"";"ГОР";"2060395";"244157";"КОСТЫЛИХА"
"";"ГОР";"2060390";"244208";"АРЗАМАС 2"
"";"ГОР";"2060052";"244212";"ТРАКТОВЫЙ-АРЗАМАССКИЙ"
"";"ГОР";"2061656";"244227";"ЩЕДРОВКА"
"";"ГОР";"2060421";"244301";"БОБЫЛЬСКАЯ"
"";"ГОР";"2061646";"244417";"РЕВЕЗЕНЬ"
"";"ГОР";"2060422";"244424";"ВАДОК"
"";"ГОР";"2060423";"244602";"ПЕРЕВОЗСКАЯ"
"";"ГОР";"2061003";"244617";"КЕМАРЫ"
"";"ГОР";"2060424";"244706";"СМАГИНО"
"";"ГОР";"2060425";"244710";"КАМЕНИЩЕ"
"";"ГОР";"2061577";"244814";"КАМКИНО"
"";"ГОР";"2060426";"244903";"ТАРТАЛЕЙ"
"";"ГОР";"2060410";"245003";"СЕРГАЧ"
"";"ГОР";"2060427";"245018";"АЧКА"
"";"ГОР";"2062596";"245022";"ОСТ.ПУНКТ 538 КМ"
"";"ГОР";"2061404";"245037";"АНДОСОВО"
"";"ГОР";"2060699";"245041";"ЮМОРГА"
"";"ГОР";"2060428";"245107";"ПИЛЬНА"
"";"ГОР";"2060014";"245215";"КУМАШКА"
"";"ГОР";"2060429";"245227";"КНЯЖИХА"
"";"ГОР";"2060431";"245304";"ШУМЕРЛЯ"
"";"ГОР";"2060432";"245319";"МЫСЛЕЦ"
"";"ГОР";"2062597";"245412";"ОСТ.ПУНКТ 604 КМ"
"";"ГОР";"2060433";"245427";"ПИНЕР"
"";"ГОР";"2061598";"245431";"ОСТ.ПУНКТ 614 КМ"
"";"ГОР";"2060434";"245446";"ЧАРКЛИ"
